what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758691419
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758691653
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758692277
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758692480
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758693618
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1506758708719
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1506758709172
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1506758712588
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1506758713602
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758713883
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758713976
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758717221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758724740
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1506758727736
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1506758727970
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758728266
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758728375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758728906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758737220
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1506758746409
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1506758746986
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758747267
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758747345
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1506758801040
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1506758802413
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758802709
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758802850
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1506758806921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1506758807358
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1506758813473
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1506758814284
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758814581
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506758814674
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1506758871146
