what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760367661
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760368351
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1506760369307
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760378181
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760385004
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1506760400399
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1506760631580
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1506760631939
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760632222
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760632893
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760633252
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760644936
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1506760663050
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1506760664516
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1506760664781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760665078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760665670
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760667246
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760673486
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1506760700492
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1506760700819
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760701131
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760701786
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760703424
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760710366
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1506760756234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1506760764877
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1506760765953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1506760771897
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1506760772895
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1506760776156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1506760776343
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1506760777014
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760777341
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760777934
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760777981
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506760781038
