what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1506563916561
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1506563918292
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1506563919934
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1506564408758
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1506564409664
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1506564409993
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506564410305
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506564410897
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1506564411178
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506564414271
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506564493818
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1506564499138
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1506564506811
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1506564506842
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506564509730
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1506564509745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506564513068
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1506564515952
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1506564526914
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1506564529692
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1506564531844
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506564535729
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1506564535744
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506564539492
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1506564541944
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506564544455
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506564545547
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1506564545641
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1506564545641
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1506564545641
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1506564678717
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1506564681326
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1506565025666
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1506565026461
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1506565088801
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506565089098
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506565089238
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506565090392
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506565102692
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1506565112954
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1506565113405
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506565113717
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506565114341
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506565114920
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506565184566
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1506565186816
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1506565187128
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506565187425
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506565187955
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506565188439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506565324548
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1506565343480
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506566101800
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506570470427
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1506570471559
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1506570475190
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1506570475191
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1506570475966
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1506570475966
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1506570476836
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1506570476836
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1506570478768
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1506570478785
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1506570479347
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1506570484096
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1506570492975
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1506570498551
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506572438858
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506572628376
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506572629351
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1506573090617
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1506573103752
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1506573103771
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1506573132938
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1506573133154
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1506573133178
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1506573136908
